/sdcard/Download/anml.bmp,Looper,80,20,Remarkably accurate flavor of fruity cereal over creamy milk it has a complex-yet-immediately-familiar taste that flawlessly balances the crispness of a newly-opened box of fruity cereal with the rich indulgent flavor of fresh milk.,ANML
/sdcard/Download/anml.bmp,Carnage,80,20,A delicious flavor of delectable strawberry red vines. A perfect depiction of Red Vine Licorice! ,ANML
/sdcard/Download/themilkman.bmp,The Milkman,99,1,The Milkman has taken a warm toasted fruit tart thrown it into a blender with a dollop of delicious vanilla bean ice cream and a splash of fresh milk delivering a truly sensational flavor right to your taste buds in a delicious vapable 99% VG bottle. ,The Milkman
/sdcard/Download/thevapingrabbit.bmp,The Alice,99,1,Classic tres leches cake with a fruity glaze,The Vaping Rabbit
/sdcard/Download/thevapingrabbit.bmp,The Cheshire Cat,99,1,Orange pineapple upside-down cake with brown sugar glaze,The Vaping Rabbit
/sdcard/Download/thevapingrabbit.bmp,The Hatter,99,1,A slice of creamy Flan Napolitano,The Vaping Rabbit
/sdcard/Download/thevapingrabbit.bmp,The Pelican,99,1,Creamy grape mamba milkshake,The Vaping Rabbit
/sdcard/Download/thevapingrabbit.bmp,The White Rabbit,99,1,Blueberry Shortbread cookies with a creamy lemon frosting,The Vaping Rabbit
/sdcard/Download/thevapingrabbit.bmp,The White Queen,99,1,A creamy raspberry tart,The Vaping Rabbit
/sdcard/Download/drwardensflavouredvapourtonics.bmp,Snake Bite,70,30,Snake Bite will bite you harder than a starvin rattler with its blend of anise citrus and jackfruit.,Dr Wardens Flavoured Vapour Tonics
/sdcard/Download/drwardensflavouredvapourtonics.bmp,Yellow Rose,70,30,The good Doctors take on vanilla custard blends a creamy custard with notes of honey and rose with eye-popping results.,Dr Wardens Flavoured Vapour Tonics
/sdcard/Download/drwardensflavouredvapourtonics.bmp,Tumbleweed Tea,70,30,This tea aint for sissies.  It starts off smooth with a steeped ginger tea and strawberry blend then catches you by surprise with an amaretto kick on the finish.,Dr Wardens Flavoured Vapour Tonics
/sdcard/Download/kingscrown.bmp,Claim Your Throne,70,30,Our practice has made Claim Your Throne perfect. Enjoy a blend of sweet creams butterscotch and brown sugar. Theres nothing else like it anywhere. So dont take the plunge unless youre ready for something unique.,Kings Crown
/sdcard/Download/kingscrown.bmp,Bound By The Crown,70,30,This is it: the e-liquid that will capture your attention and keep it forever. Sweet custard. Spice. Ripened stone fruits. Its a twist on traditional fruit flavors. When the crown calls you will answer.,Kings Crown
/sdcard/Download/kingscrown.bmp,The King,70,30,When you aim high you can achieve wonders. And The King is the juice that towers above all else. Its a sophisticated liquid birthed from imagination and dedication perfectly balanced and infused with mysterious flavors.,Kings Crown
/sdcard/Download/kingscrown.bmp,Fight Your Fate,70,30,Your day is what you make of it. And Fight Your Fate is the juice to take with you on your journey. This beautifully crafted liquid will wrap you in tart lemons and sweet ripe-ripe strawberries. It all combines to create the experience you dream of.,Kings Crown
/sdcard/Download/fivepawns.bmp,Grandmaster,50,50,Smooth creamy peanut butter with banana cream and balanced with velvety caramel. Buttery and smooth with a medium bodied throat hit,Five Pawns
/sdcard/Download/fivepawns.bmp,Absolute Pin,50,50,Intense complexity of Irish cream cinnamon spice and caramel with subtle absinthe undertones.  Lively and with a medium to full bodied throat hit.,Five Pawns
/sdcard/Download/fivepawns.bmp,Gambit,50,50,Sweet and mellow ripe apple with savory pie crust and caramel. Topped off with French Vanilla ice cream and unsweetened whipped cream. Sweet and savory with a medium bodied throat hit.,Five Pawns
/sdcard/Download/fivepawns.bmp,Bowden\'s Mate,50,50,Crisp mint with subtle chocolate undertones and a French vanilla finish. Delicate yet soft with a refreshing tingle and medium to full bodied throat hit,Five Pawns
/sdcard/Download/fivepawns.bmp,Queenside,50,50,Delicate blood orange with creamy French vanilla.  Light yet creamy citrus with a medium bodied throat hit.,Five Pawns
/sdcard/Download/fivepawns.bmp,Castle Long,50,50,Our non-barreled aged version is a combination of the dark refined spirit ofKentucky Bourbon accented with toasted coconut roasted almond Madagascar vanilla bean and laced with a caramelized brown sugar.,Five Pawns
/sdcard/Download/fivepawns.bmp,Lucena,50,50,Also capturing characteristics of dark spirits is our spiced rum mixed with a juicy clingstone white peach creating the flavor harmony of a fruit cobbler with a savory reduction sauce garnished by freshly shaved hazelnut.,Five Pawns
/sdcard/Download/fivepawns.bmp,Sixty-Four,50,50, This is the first of our flavors that utilizes a clear grapefruit liqueur with a dark refined cognac. This light and refreshing blend is reminiscent of a chilled mojito hybrid. Weve combined cucumber lemon zest and muddled mint with just a hint of dill.,Five Pawns
/sdcard/Download/fivepawns.bmp,Fifth Rank,50,50,This lively blend is reminiscent of the lost vintage drink known as the \“Lime Rickey\” but with a sweet champagne substitute. The effervescent note of horehound herb is counterbalanced by a sweet cream vanilla bean and a hint of roasted almond with a twist of lime.,Five Pawns
/sdcard/Download/fivepawns.bmp,Perpetual Check,50,50,Our tart unique blackcurrant liqueur makes this delicate blend of citrus lemon sweet fig and barley with a cinnamon stick finish complete for a warm and inviting edition.,Five Pawns
/sdcard/Download/fivepawns.bmp,Castle Long Reserve,50,50,Castle Long Reserve has been aged and steeped in a treated oak barrel for three weeks youll taste toasted coconut roasted almond brown sugar two different vanillas (Madagascar vanilla bean and French vanilla) Kentucky bourbon and charred oak,Five Pawns
/sdcard/Download/fivepawns.bmp,Black Flag Fallen,50,50,Decaf double espresso infused with black truffle cream.,Five Pawns
/sdcard/Download/cosmiccharlieschalkdust.bmp,Banana Brulee,60,40,Caramelized banana atop buttermilk pancakes.,Cosmic Charlies Chalk Dust
/sdcard/Download/cosmiccharlieschalkdust.bmp,Dream Creme,60,40,A rich vanilla cream with hints for fudge and notes of cinnamon.,Cosmic Charlies Chalk Dust
/sdcard/Download/cosmiccharlieschalkdust.bmp,Head Bangin Boogie,70,30,A tropical blueberry Popsicle that will knock your pants off.,Cosmic Charlies Chalk Dust
/sdcard/Download/cosmiccharlieschalkdust.bmp,Orange BL Awesome,60,40,A floral citrus blend reminiscent of mimosas.,Cosmic Charlies Chalk Dust
/sdcard/Download/cosmiccharlieschalkdust.bmp,Peanut Butter and Jesus,60,40,A spiritual experience of peanut butter and jelly.,Cosmic Charlies Chalk Dust
/sdcard/Download/cosmiccharlieschalkdust.bmp,Slam Berry,60,40,Farm fresh strawberry\'s homemade ice cream. ,Cosmic Charlies Chalk Dust
/sdcard/Download/cosmiccharlieschalkdust.bmp,Sugar and Knife,70,30,Pineapple upside down pancake with a blackberry maple drizzle.,Cosmic Charlies Chalk Dust
/sdcard/Download/salaciouselixirs.bmp,Spineberry,70,30,Spineberry is like one of those tropical drinks you get on the beach in the Caribbean that frosts your tongue with a sweet flavor of strawberry and pineapple.,Salacious Elixirs
/sdcard/Download/salaciouselixirs.bmp,The Last Stand,70,30,The Last Stand which is a creamy and sweet (but not overly rich) vanilla custard with a smooth inhale and an indulgent sweet vanilla exhale!  This one is SURE to please the masses!,Salacious Elixirs
/sdcard/Download/salaciouselixirs.bmp,Gummy Bear,70,30,Go buy yourself a bag of gummy bears take a handful and start chewing. Relive your youth with this sugary treat that you will never ever forget.,Salacious Elixirs
/sdcard/Download/salaciouselixirs.bmp,American Pie,70,30,Just like Mom used to make for the holidays! Tart apples with caramel and spice wrapped up in a sweet and sugary crust.,Salacious Elixirs
/sdcard/Download/salaciouselixirs.bmp,Nerd Dust,70,30, Its like strolling into your neighborhood candy store! Fresh grape and strawberry coated with sugary sweetness. This flavor is developing a serious following. ,Salacious Elixirs
/sdcard/Download/salaciouselixirs.bmp,Strawberry Banana Pudding,70,30,Creamy pudding loaded with freshly picked strawberries and banana.,Salacious Elixirs
/sdcard/Download/smax.bmp,Good Vibes,99,1,Pineapples passion fruit and a mixed medley of other tropical goodies blend perfectly with a chilled fruit juice cocktail to create a relaxing paradise-invoking e-liquid experience.,Smax
/sdcard/Download/smax.bmp,Lick It,99,1,Perfectly balances sweet fresh-sliced peaches with rich orgasmic cream much to the delight of drippers everywhere.,Smax
/sdcard/Download/smax.bmp,Mafia Princess,99,1,An espresso-soaked Italian cake layered with whipped creamy deliciousness.,Smax
/sdcard/Download/smax.bmp,Pony On Acid,99,1,Magically-melded mishmash of mixed berries and laces them with a euphoric strawberry glaze to create a most trippy equine experience.,Smax
/sdcard/Download/smax.bmp,Sammie Puffs,99,1,Golden graham crackers squished in cocoa kisses and marshmallow clouds.,Smax
/sdcard/Download/suicidebunny.bmp,Sucker Punch,70,30,Want to go to exotic places? Sucker Punch from Suicide Bunny is your ticket. Enjoy the alluring dragon fruit mix laced with a silky-smooth cream. And get transported to a whole new world of amazing flavor.,Suicide Bunny
/sdcard/Download/suicidebunny.bmp,The OB,70,30,Rich and creamy the O.B. from Suicide Bunny gives you a new experience every time. Theres layers upon layers to savor. What kind of taste will you discover?,Suicide Bunny
/sdcard/Download/suicidebunny.bmp,Madrina,70,30,Ahh the enchantment of Madrina. This is Pip the Bunnys personal favorite. Try it and youll see why. It might be the enchanting cream base. It might be the notes of melon tucked into every layer. It might be all of the above and more. Try it and taste for yourself.,Suicide Bunny
/sdcard/Download/suicidebunny.bmp,Derailed,70,30,Welcome to Derailed: one of Suicide Bunnys most popular flavors. Inhale for the fresh baked cookie taste exhale for the sweet cinnamon banana and enjoy every moment in between. The smell alone will keep you coming back for more.,Suicide Bunny
/sdcard/Download/suicidebunny.bmp,Mothers Milk,70,30,Welcome to Mothers Milk: Suicide Bunnys most popular juice. With a deliciously rich and creamy dessert flavor and a light strawberry exhale Mothers Milk is ready to rock your world. Theres a reason our fans have voted it their favorite: once you try it youll never want another.,Suicide Bunny
/sdcard/Download/cuttwood.bmp,Boss Reserve,60,40,A honey graham cracker cerel a handful of toasted nuts and a freshly sliced banana then pours creamy milk over top of it.,Cuttwood
/sdcard/Download/cuttwood.bmp,Mega Melons,60,40,Balances mango cantaloupe and papaya perfectly creating a smooth not-too-sweet mouthwatering tropical medley.,Cuttwood
/sdcard/Download/cuttwood.bmp,Sugar Drizzle,60,40,A bakery cinnamon with sweet milky cream to create a very all-day-vapable e-juice that will hit those breakfast cereal notes your taste buds crave.,Cuttwood
/sdcard/Download/cuttwood.bmp,Unicorn Milk,60,40,Its like a blend of four different cream flavors mixed with all natural strawberry extract.,Cuttwood
/sdcard/Download/imperialvapors.bmp,Bantha Milk,70,30,Strawberry Milk With Cream,Imperial Vapors
/sdcard/Download/imperialvapors.bmp,Capn Rex,70,30,Cap n Rex which models its flavor profile after Cap n Crunchs Crunch Berry cereal. This is a delicious all day vape you will enjoy.,Imperial Vapors
/sdcard/Download/imperialvapors.bmp,Troop Loops,70,30,Troop Loops brings you a smooth milk flavor on the inhale bathed over a sugary fruit flavored exhale that tastes just like delicious fruit loops cereal.,Imperial Vapors
/sdcard/Download/spacejam.bmp,Astro,50,50,A refreshing blend of apples strawberries and fresh juicy peaches.,Space Jam
/sdcard/Download/spacejam.bmp,Eclipse,50,50,Smooth creamy sophisticated and delicious.  Eclipse blends a cavendish tobacco with vanilla notes that will make your taste buds dance.,Space Jam
/sdcard/Download/spacejam.bmp,Galactica,50,50,Sweet ripe strawberries coat your mouth with deliciousness followed by crisp bubbly champagne that bursts through on the exhale.,Space Jam
/sdcard/Download/spacejam.bmp,Omega,50,50,The taste of fresh picked peaches with just a hint of vanilla cream dance in your mouth with this juice thats crafted using real natural peach flavoring.,Space Jam
/sdcard/Download/spacejam.bmp,Starship 1,50,50,Starship 1 starts with a rich smooth vanilla custard then tops it with fresh kiwi and a touch of sweetness.,Space Jam
/sdcard/Download/spacejam.bmp,Venus,50,50,Venus is a delicious blend of campfire-roasted marshmallows smothered with peanut butter and caramel then topped with a touch of sweet cream. ,Space Jam
/sdcard/Download/nightmarecreations.bmp,Anxiety,60,40,Anxiety is a frosty winter breeze on inhale and a fiery burn on exhale. This will have you anxious for more.,Nightmare Creations
/sdcard/Download/nightmarecreations.bmp,Horror,60,40,Like rising out of bed from a bad dream to sending you jumping out of your seat this fiery cinnamon will bring your taste buds to the edge.,Nightmare Creations
/sdcard/Download/ninesouthvapes.bmp,Cereal Killa,90,10,"Feeling nostalgic? This milky fruity vape will defiinitely take you back to your saturday morning cartoon days. The Hype is Real... The flavor that changed the industry and made its own category \""The Cereal Vape\""!!!",Nine South Vapes
/sdcard/Download/ninesouthvapes.bmp,Toasted,90,10,A Warm Sweet Cinnamon French Toast Smothered in Maple Syrup,Nine South Vapes
/sdcard/Download/theschwartz.bmp,The Upside,60,40,Smooth creamy yogurt infused with strawberries.,The Schwartz
/sdcard/Download/theschwartz.bmp,Downside,60,40,Spot-on Greek yogurt topped off with fresh blueberries. ,The Schwartz
/sdcard/Download/theschwartz.bmp,Comb The Desert,60,40,The perfect blend of peanut butter flavored frozen yogurt and crushed hazelnuts neither of which are overpowering and will keep you coming back for more.,The Schwartz
/sdcard/Download/highrollersweets.bmp,Caribbean Stud,50,50,Fresh pineapple extract is blended with rich smooth sweet cream to create a vape experience thats akin to eating a mouthful of pineapple whip.,High Roller Sweets
/sdcard/Download/highrollersweets.bmp,Wheel Of Fortune,50,50,If youre lucky you might hit the jackpot and win a bottle of this gem a warm apple pie served up as it should be à la mode.,High Roller Sweets
/sdcard/Download/premiumvapesauce.bmp,Mild,70,30,A simple light apple cider perfect for an all day.,Premium Vape Sauce
/sdcard/Download/premiumvapesauce.bmp,Hot,60,40,A vanilla bean yogurt infused with pear.,Premium Vape Sauce
/sdcard/Download/premiumvapesauce.bmp,Fire,60,40,An intense red licorice reminiscent of childhood red vines.,Premium Vape Sauce
/sdcard/Download/twelvevapor.bmp,Sagittarius,70,30,A sweet strawberry merged into a crisp green apple and hints of apricot. Watermelon and Eastern spices finish off this amazing flavor.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Scorpio,70,30,A zesty lemony inhale softened by a creamy perpetually changing and complex exhale which leads to a flavor reminiscent of a freshly baked lemon pie.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Libra,70,30,A touch of caramel united with hints of pie crush tangerine and freshly baked vanilla cake yield an expertly blended and delicately mastered dessert flavor.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Virgo,70,30,Lively blend of strawberries and raspberries that give way to a tart lemony finish.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Leo,70,30,A perfect parfait of fresh raspberries give way to a smooth vanilla yogurt encased in a cinnamon crumble finish. Hints of granola appear throughout the inhale resulting in an inventive flavor profile.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Cancer,70,30,A succulent and lively blend of lemon and fresh berries. Pronounced strawberry interlaces with a fresh bright and revitalizing raspberry quickly transforming into a rush of fresh lemon.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Gemini,70,30,A strong and juicy watermelon. On the inhale it gives way to a sugary and luscious bubble gum finishing in a perfect balance of harmoniously layered perfection.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Taurus,70,30,A full-bodied buttery blend of baked crust almonds delicate caramel Tahitian vanilla fresh cream and a touch of peanut butter. Beautifully rounded out with two types of exotic custards.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Aries,70,30,Consists of gooey sugar cookie overtones that give way to subtle hints of cinnamon sugar. Delicately blended with a hint or fresh lemon.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Pisces,70,30,A perfectly balanced yet explosive tangerine twisted with subtle and exotic creams. A touch of sweetness rounds this flavor out in a way that separates it from the crowd.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Aquarius,70,30,Hints of the classic cocktail garnished with notes of ripe raspberries sweet oranges and a hint of lemon zest.,Twelve Vapor
/sdcard/Download/twelvevapor.bmp,Capricorn,70,30,An indulgent freshly baked strawberry short cake shrouded in fresh whipped cream with bright top notes of custard finished with sweet cream and drizzled with a touch of fresh strawberry.,Twelve Vapor
/sdcard/Download/cosmicfogpremiumvapors.bmp,Streak,60,40,Hand-picked mountain grown Gaviota strawberries blended with just enough soft creamy Greek yogurt,Cosmic Fog Premium Vapors
/sdcard/Download/vintageeliquids.bmp,The Lover,60,40,Love is in the air with a refreshing trifecta of papaya orange and guava. Sweet and delicious its truly a perfect fusion of flavor you will fall in love with.,Vintage E Liquids
/sdcard/Download/vintageeliquids.bmp,The Sinner,60,40,Only the best of both worlds. The Sinner combines two kinds of cooling mint with smooth robust tobacco for a wickedly exquisite mix of flavor unlike anything youve experienced before.,Vintage E Liquids
/sdcard/Download/vintageeliquids.bmp,The Joker,60,40,A playful twist of sweet orange blended with two kinds of luscious cream and a hint of vanilla. Tangy creamy and delicious The Joker is sure to put a smile on your face.,Vintage E Liquids
/sdcard/Download/deuceswild.bmp,Miami Ice,70,30,Fresh juicy and sweet to taste. Thats what you will find in our newest addition to our lineup. Miami Ice is a fruity peach schnapps cocktail over ice designed to satisfy your cravings any time of day.,Deuces Wild
/sdcard/Download/deuceswild.bmp,Royal Flush,70,30,We\'ve tipped our hand and in your favor. By combining creamy milk chocolate with subtle tones of spiced rum we have created a blend that will satisfy even the most extreme chocolate craving as well as give it a little zing to entice your taste buds.,Deuces Wild
/sdcard/Download/deuceswild.bmp,Broadway,70,30,With an ingenious mixture of vanilla orange cream and sweet milky notes Broadway is sure to please even the most sophisticated pallet.,Deuces Wild
